X,Y,ANNO,DESCRIZIO,NOTE,ID,LINK,X_COORD,Y_COORD,anno_n,icon_url
12.3560201628635,45.4249023001217,"2021",Tramonto in laguna in una serata d'autunno,,,https://youtu.be/FSzNaNJo9fI,,,"2021",./0.png
12.8787013629497,45.5989025590831,"2021",Caorle,,,https://youtu.be/9E3qQg56Tco,,,"2021",./0.png
13.3238053028511,45.8611320249466,"2021",Autunno a Strassoldo,,,https://youtu.be/h8YVx7Lr3Dc,,,"2021",./0.png
7.62166155453189,45.1363703949629,"2021",Reggia di Venaria Reale,,,https://youtu.be/y-j9O5ClqRY,,,"2021",./0.png
7.34322511679113,45.097465469167,"2021",Sacra di San Michele,,,https://youtu.be/bYKrR4LUgjQ,,,"2021",./0.png
8.11526254624838,44.726526275339,"2021",Neive,,,https://youtu.be/ybIBY6hhTSE,,,"2021",./0.png
8.0841923466512,44.7219555909342,"2021",Barbaresco,,,https://youtu.be/p36PucJmwzg,,,"2021",./0.png
8.0370897415624,44.6997064382229,"2021",Città di Alba,,,https://youtu.be/WTnoXqUvkxY,,,"2021",./0.png
7.94178954637121,44.6103124911148,"2021",Barolo,,,https://youtu.be/4QgNIyOYvbA,,,"2021",./0.png
7.76713031281188,45.0805513951553,"2021",Basilica e Parco di Superga,,,https://youtu.be/ND_TK6rfS6A,,,"2021",./0.png
7.6743303333997,45.0775842321122,"2021","Torino, pomeriggio autunnale",,,https://youtu.be/9zcLL9TVzx8,,,"2021",./0.png
12.3575219001606,45.457434462946,"2021",Basilica dei Santi Maria e Donato,,,https://youtu.be/z8rVniSjEv8,,,"2021",./0.png
12.418708749913,45.4842079748742,"2021",Duomo di San Martino,,,https://youtu.be/K_Il5sTGtKA,,,"2021",./0.png
12.7254824871692,45.5295799735043,"2021",Foce Fiume Piave - Cortellazzo,,,https://youtu.be/XTimab8eK6A,,,"2021",./0.png
12.6785441298389,45.5641008406137,"2021","Jesolo, com'è bella la mia campagna - volo col grone",,,https://youtu.be/obg5O6E78zo,,,"2021",./0.png
12.6581774086892,45.5298995900286,"2021",Fimi X8 SE 2020 - primo volo e primo video,,,https://youtu.be/v7j-JYJbesU,,,"2021",./0.png
11.8757011220929,45.4082440560126,"2015",Mostra Giovanni Fattori,,,https://youtu.be/A_c5Ar0FBZ8,,,"2015",./0.png
10.2181858162889,45.5379597183274,"2016","Brescia  2016 - Visita alla Mostra ""Lo splendore di Venezia""",,,https://youtu.be/emNKb71iMXE,,,"2016",./0.png
10.9967931558292,45.4437484420536,"2020",Una giornata serena a Verona,,,https://youtu.be/OWE77_jdjzM,,,"2020",./0.png
12.3421556105484,45.4368273516066,"2019",Domus Grimani - La collezione di sculture classiche,,,https://youtu.be/0lXzvTU_DME,,,"2019",./0.png
13.5675807074254,45.5289087728586,"2019",Pirano invernale,,,https://youtu.be/beVwkGA8QEQ,,,"2019",./0.png
12.1117251401944,42.62657321145,"2019",Civita di Bagnoregio,,,https://youtu.be/2LGmxlSQpek,,,"2019",./0.png
11.9850695930729,42.6364301567208,"2019",Bolsena-Viterbo-Caprarola,,,https://youtu.be/HnjhHkU0EtE,,,"2019",./0.png
12.1069665178258,42.4264629358055,"2019",Bolsena-Viterbo-Caprarola,,,https://youtu.be/HnjhHkU0EtE,,,"2019",./0.png
12.1102697226317,42.7184894255673,"2019",Orvieto,,,https://youtu.be/nQ2pjMAh1Q8,,,"2019",./0.png
